ingreso,carrera,idalumno,sexo,semestre,materias_cargadas,reprobadas,promedio,por_cursar,periodo
2014,Sistemas,14170166,H,7,5,2,64.00,10,2017-1
2014,Sistemas,14170166,H,8,3,1,69.00,8,2018-0
2014,Sistemas,14170166,H,9,5,0,89.60,3,2018-1
2014,Sistemas,14170166,H,10,3,1,62.75,1,2019-0
2014,Sistemas,14170166,H,11,1,3,24.00,3,2019-1
2014,Sistemas,14170166,H,12,3,0,84.67,0,2020-0
2014,Sistemas,14170167,H,1,6,1,71.00,40,2014-1
2014,Sistemas,14170167,H,2,6,1,76.14,35,2015-0
2014,Sistemas,14170167,H,3,5,0,85.20,30,2015-1
2014,Sistemas,14170168,M,1,6,0,89.83,39,2014-1
2014,Sistemas,14170168,M,2,5,2,64.00,36,2015-0
2014,Sistemas,14170168,M,3,5,0,85.60,31,2015-1
2014,Sistemas,14170168,M,4,6,1,77.71,26,2016-0
2014,Sistemas,14170168,M,5,6,1,76.43,21,2016-1
2014,Sistemas,14170168,M,6,5,2,63.71,18,2017-0
2014,Sistemas,14170168,M,7,5,1,73.50,14,2017-1
2014,Sistemas,14170168,M,8,7,2,72.56,9,2018-0
2014,Sistemas,14170168,M,9,6,0,88.17,3,2018-1
2014,Sistemas,14170168,M,10,3,0,84.67,0,2019-0
2014,Sistemas,14170169,M,1,6,0,86.67,39,2014-1
2014,Sistemas,14170169,M,2,5,0,87.80,34,2015-0
2014,Sistemas,14170169,M,3,6,2,64.00,30,2015-1
2014,Sistemas,14170169,M,4,5,0,86.00,25,2016-0
2014,Sistemas,14170169,M,5,5,3,54.38,23,2016-1
2014,Sistemas,14170169,M,6,3,0,85.33,20,2017-0
2014,Sistemas,14170169,M,7,5,1,73.67,16,2017-1
2014,Sistemas,14170169,M,8,5,1,74.50,12,2018-0
2014,Sistemas,14170169,M,9,5,0,86.60,7,2018-1
2014,Sistemas,14170169,M,10,5,1,73.50,3,2019-0
2014,Sistemas,14170169,M,11,3,0,86.33,0,2019-1
2014,Sistemas,14170170,M,1,6,0,89.50,39,2014-1
2014,Sistemas,14170170,M,2,5,2,59.14,36,2015-0
2014,Sistemas,14170170,M,3,5,1,72.50,32,2015-1
2014,Sistemas,14170170,M,4,6,0,84.83,26,2016-0
2014,Sistemas,14170170,M,5,5,0,90.20,21,2016-1
2014,Sistemas,14170170,M,6,6,2,67.38,17,2017-0
2014,Sistemas,14170170,M,7,5,0,83.80,12,2017-1
2014,Sistemas,14170170,M,8,6,1,77.29,7,2018-0
2014,Sistemas,14170170,M,9,1,1,41.50,7,2018-1
2014,Sistemas,14170170,M,10,5,2,61.43,4,2019-0
2014,Sistemas,14170170,M,11,4,0,89.25,0,2019-1
2014,Sistemas,14170171,H,1,6,1,73.00,40,2014-1
2014,Sistemas,14170171,H,2,7,2,65.56,35,2015-0
2014,Sistemas,14170171,H,3,3,1,63.50,33,2015-1
2014,Sistemas,14170171,H,4,5,0,87.20,28,2016-0
2014,Sistemas,14170171,H,5,6,0,91.50,22,2016-1
2014,Sistemas,14170171,H,6,5,0,91.20,17,2017-0
2014,Sistemas,14170171,H,7,5,2,59.43,14,2017-1
2014,Sistemas,14170171,H,8,3,0,88.67,11,2018-0
2014,Sistemas,14170171,H,9,7,1,75.38,5,2018-1
2014,Sistemas,14170171,H,10,5,1,73.50,1,2019-0
2014,Sistemas,14170171,H,11,1,1,42.50,1,2019-1
2014,Sistemas,14170171,H,12,1,0,92.00,0,2020-0
2014,Sistemas,14170172,H,1,6,0,86.33,39,2014-1
2014,Sistemas,14170172,H,2,5,0,88.40,34,2015-0
2014,Sistemas,14170172,H,3,3,0,90.33,31,2015-1
2014,Sistemas,14170173,H,1,6,0,85.67,39,2014-1
2014,Sistemas,14170173,H,2,3,0,86.33,36,2015-0
2014,Sistemas,14170173,H,3,6,0,85.67,30,2015-1
2014,Sistemas,14170173,H,4,3,2,54.80,29,2016-0
2014,Sistemas,14170173,H,5,5,0,87.20,24,2016-1
2014,Sistemas,14170174,H,1,6,0,86.50,39,2014-1
2014,Sistemas,14170174,H,2,5,0,87.60,34,2015-0
2014,Sistemas,14170174,H,3,3,1,67.00,32,2015-1
2014,Sistemas,14170174,H,4,5,0,84.00,27,2016-0
2014,Sistemas,14170174,H,5,3,1,63.00,25,2016-1
2014,Sistemas,14170174,H,6,1,2,29.33,26,2017-0
2014,Sistemas,14170174,H,7,5,2,61.71,23,2017-1
2014,Sistemas,14170174,H,8,2,0,84.00,21,2018-0
2014,Sistemas,14170174,H,9,4,0,89.75,17,2018-1
2014,Sistemas,14170174,H,10,5,1,74.50,13,2019-0
2014,Sistemas,14170174,H,11,5,0,83.00,8,2019-1
2014,Sistemas,14170174,H,12,5,0,89.40,3,2020-0
2014,Sistemas,14170175,H,1,6,1,74.71,40,2014-1
2014,Sistemas,14170175,H,2,7,0,86.29,33,2015-0
2014,Sistemas,14170175,H,3,5,0,86.20,28,2015-1
2014,Sistemas,14170175,H,4,5,0,85.40,23,2016-0
2014,Sistemas,14170175,H,5,7,1,76.25,17,2016-1
2014,Sistemas,14170176,H,1,6,1,78.00,40,2014-1
2014,Sistemas,14170176,H,2,5,0,87.60,35,2015-0
2014,Sistemas,14170176,H,3,5,2,64.00,32,2015-1
2014,Sistemas,14170176,H,4,3,2,54.40,31,2016-0
2014,Sistemas,14170177,H,1,6,0,88.50,39,2014-1
2014,Sistemas,14170177,H,2,2,0,90.00,37,2015-0
2014,Sistemas,14170177,H,3,2,3,35.00,38,2015-1
2014,Sistemas,14170177,H,4,5,1,74.67,34,2016-0
2014,Sistemas,14170178,M,1,6,0,85.83,39,2014-1
2014,Sistemas,14170178,M,2,2,1,58.67,38,2015-0
2014,Sistemas,14170178,M,3,4,1,68.60,35,2015-1
2014,Sistemas,14170178,M,4,8,2,70.10,29,2016-0
2014,Sistemas,14170178,M,5,6,0,89.33,23,2016-1
2014,Sistemas,14170178,M,6,5,0,85.40,18,2017-0
2014,Sistemas,14170178,M,7,5,1,71.33,14,2017-1
2014,Sistemas,14170178,M,8,3,1,66.50,12,2018-0
2014,Sistemas,14170179,M,1,6,2,64.50,41,2014-1
2014,Sistemas,14170179,M,2,8,0,91.50,33,2015-0
2014,Sistemas,14170179,M,3,5,0,89.00,28,2015-1
2014,Sistemas,14170179,M,4,5,2,62.43,25,2016-0
2014,Sistemas,14170179,M,5,5,0,88.00,20,2016-1
2014,Sistemas,14170179,M,6,3,0,87.33,17,2017-0
2014,Sistemas,14170179,M,7,2,0,89.00,15,2017-1
2014,Sistemas,14170179,M,8,6,0,88.83,9,2018-0
2014,Sistemas,14170179,M,9,5,0,89.60,4,2018-1
2014,Sistemas,14170180,M,1,6,1,70.57,40,2014-1
2014,Sistemas,14170180,M,2,7,0,85.86,33,2015-0
2014,Sistemas,14170180,M,3,5,0,86.20,28,2015-1
2014,Sistemas,14170180,M,4,1,1,38.00,28,2016-0
2014,Sistemas,14170180,M,5,5,1,73.17,24,2016-1
2014,Sistemas,14170180,M,6,6,1,75.29,19,2017-0
2014,Sistemas,14170180,M,8,4,0,86.25,17,2018-0
2014,Sistemas,14170180,M,9,5,0,87.40,12,2018-1
2014,Sistemas,14170180,M,10,7,0,89.86,5,2019-0
2014,Sistemas,14170180,M,11,5,0,91.80,0,2019-1
2014,Sistemas,14170181,H,1,6,1,72.71,40,2014-1
2014,Sistemas,14170181,H,2,5,2,63.00,37,2015-0
2014,Sistemas,14170181,H,3,6,0,93.67,31,2015-1
2014,Sistemas,14170181,H,4,6,0,87.00,25,2016-0
2014,Sistemas,14170181,H,5,5,0,90.20,20,2016-1
2014,Sistemas,14170181,H,6,3,0,86.33,17,2017-0
2014,Sistemas,14170181,H,7,5,0,87.80,12,2017-1
2014,Sistemas,14170181,H,8,5,0,85.60,7,2018-0
2014,Sistemas,14170181,H,9,5,0,88.00,2,2018-1
2014,Sistemas,14170181,H,10,2,0,89.00,0,2019-0
2014,Sistemas,14170182,H,1,6,2,65.25,41,2014-1
2014,Sistemas,14170182,H,2,5,0,87.60,36,2015-0
2014,Sistemas,14170182,H,3,6,1,75.14,31,2015-1
2014,Sistemas,14170182,H,4,5,0,89.00,26,2016-0
2014,Sistemas,14170182,H,5,6,0,87.67,20,2016-1
2014,Sistemas,14170182,H,6,3,2,51.00,19,2017-0
2014,Sistemas,14170182,H,7,5,0,88.00,14,2017-1
2014,Sistemas,14170182,H,8,5,2,64.43,11,2018-0
2014,Sistemas,14170182,H,9,7,0,84.86,4,2018-1
2014,Sistemas,14170182,H,10,4,1,72.60,1,2019-0
2014,Sistemas,14170182,H,11,1,0,91.00,0,2019-1
2014,Sistemas,14170183,H,1,6,2,66.50,41,2014-1
2014,Sistemas,14170183,H,2,1,2,28.33,42,2015-0
2014,Sistemas,14170184,M,1,6,0,83.50,39,2014-1
2014,Sistemas,14170185,H,1,6,1,75.29,40,2014-1
2014,Sistemas,14170185,H,2,2,1,58.33,39,2015-0
2014,Sistemas,14170185,H,3,1,0,87.00,38,2015-1
2014,Sistemas,14170185,H,4,5,1,69.17,34,2016-0
2014,Sistemas,14170185,H,5,5,2,63.71,31,2016-1
2014,Sistemas,14170185,H,6,7,0,82.57,24,2017-0
2014,Sistemas,14170185,H,7,5,0,88.40,19,2017-1
2014,Sistemas,14170185,H,8,6,0,88.17,13,2018-0
2014,Sistemas,14170186,H,1,6,0,87.50,39,2014-1
2014,Sistemas,14170186,H,2,7,0,87.57,32,2015-0
2014,Sistemas,14170186,H,3,5,0,84.60,27,2015-1
2014,Sistemas,14170186,H,4,5,0,86.20,22,2016-0
2014,Sistemas,14170186,H,5,7,0,84.14,15,2016-1
2014,Sistemas,14170186,H,6,5,1,74.50,11,2017-0
2014,Sistemas,14170186,H,7,7,0,90.86,4,2017-1
2014,Sistemas,14170186,H,8,4,0,92.75,0,2018-0
2014,Sistemas,14170187,H,1,6,2,64.75,41,2014-1
2014,Sistemas,14170188,H,1,6,2,66.12,41,2014-1
2014,Sistemas,14170188,H,2,2,0,81.00,39,2015-0
2014,Sistemas,14170189,H,1,6,3,60.78,42,2014-1
2014,Sistemas,14170189,H,2,6,0,84.50,36,2015-0
2014,Sistemas,14170190,H,1,6,1,76.00,40,2014-1
2014,Sistemas,14170190,H,2,5,0,85.80,35,2015-0
2014,Sistemas,14170190,H,3,5,2,62.57,32,2015-1
2014,Sistemas,14170190,H,4,5,0,86.40,27,2016-0
2014,Sistemas,14170190,H,5,8,1,78.11,20,2016-1
2014,Sistemas,14170190,H,6,5,0,89.20,15,2017-0
2014,Sistemas,14170190,H,7,6,0,87.17,9,2017-1
2014,Sistemas,14170190,H,8,5,0,88.20,4,2018-0
2014,Sistemas,14170190,H,9,4,0,86.00,0,2018-1
2014,Sistemas,14170191,M,1,6,1,72.29,40,2014-1
2014,Sistemas,14170191,M,2,8,3,64.36,35,2015-0
2014,Sistemas,14170191,M,3,5,0,87.00,30,2015-1
2014,Sistemas,14170191,M,4,5,2,62.14,27,2016-0
2014,Sistemas,14170191,M,5,4,0,89.50,23,2016-1
2014,Sistemas,14170192,H,1,6,1,70.00,40,2014-1
2014,Sistemas,14170192,H,2,5,0,88.40,35,2015-0
2014,Sistemas,14170192,H,3,6,0,86.67,29,2015-1
2014,Sistemas,14170192,H,4,6,1,74.86,24,2016-0
2014,Sistemas,14170192,H,5,5,1,76.17,20,2016-1
2014,Sistemas,14170192,H,6,5,0,86.00,15,2017-0
2014,Sistemas,14170192,H,7,4,0,87.00,11,2017-1
2014,Sistemas,14170192,H,8,6,1,74.43,6,2018-0
2014,Sistemas,14170192,H,9,5,0,91.40,1,2018-1
2014,Sistemas,14170192,H,10,1,1,45.00,1,2019-0
2014,Sistemas,14170192,H,11,1,0,95.00,0,2019-1
2014,Sistemas,14170193,H,1,6,1,80.14,40,2014-1
2014,Sistemas,14170194,M,1,6,0,85.50,39,2014-1
2014,Sistemas,14170194,M,2,6,3,58.33,36,2015-0
2014,Sistemas,14170194,M,3,7,0,87.14,29,2015-1
2014,Sistemas,14170194,M,4,6,0,84.50,23,2016-0
2014,Sistemas,14170194,M,5,5,0,88.80,18,2016-1
2014,Sistemas,14170195,H,1,6,3,60.33,42,2014-1
2014,Sistemas,14170195,H,2,4,1,71.80,39,2015-0
2014,Sistemas,14170195,H,3,5,1,73.33,35,2015-1
2014,Sistemas,14170195,H,4,6,0,88.17,29,2016-0
2014,Sistemas,14170195,H,5,5,0,90.60,24,2016-1
2014,Sistemas,14170195,H,6,5,0,87.00,19,2017-0
2014,Sistemas,14170195,H,7,2,1,57.67,18,2017-1
2014,Sistemas,14170195,H,8,5,0,88.40,13,2018-0
2014,Sistemas,14170195,H,9,5,2,63.14,10,2018-1
2014,Sistemas,14170195,H,10,6,1,73.71,5,2019-0
2014,Sistemas,14170196,M,1,6,2,65.75,41,2014-1
2014,Sistemas,14170196,M,2,5,3,54.88,39,2015-0
2014,Sistemas,14170196,M,3,2,1,58.00,38,2015-1
2014,Sistemas,14170196,M,4,5,0,85.40,33,2016-0
2014,Sistemas,14170196,M,5,3,2,48.80,32,2016-1
2014,Sistemas,14170196,M,6,5,2,63.86,29,2017-0
2014,Sistemas,14170196,M,7,6,1,73.71,24,2017-1
2014,Sistemas,14170196,M,8,6,1,78.29,19,2018-0
2014,Sistemas,14170196,M,9,5,0,87.60,14,2018-1
2014,Sistemas,14170196,M,10,5,3,54.00,12,2019-0
2014,Sistemas,14170196,M,11,6,2,64.50,8,2019-1
2014,Sistemas,14170196,M,12,2,1,58.33,7,2020-0
2014,Sistemas,14170197,H,1,6,0,82.67,39,2014-1
2014,Sistemas,14170197,H,2,5,1,71.50,35,2015-0
2014,Sistemas,14170197,H,3,6,2,63.88,31,2015-1
2014,Sistemas,14170197,H,4,6,0,86.00,25,2016-0
2014,Sistemas,14170197,H,5,6,0,89.67,19,2016-1
2014,Sistemas,14170197,H,6,5,1,73.00,15,2017-0
2014,Sistemas,14170197,H,7,6,2,64.38,11,2017-1
2014,Sistemas,14170197,H,8,5,0,88.80,6,2018-0
2014,Sistemas,14170197,H,9,5,1,75.83,2,2018-1
2014,Sistemas,14170197,H,10,2,1,59.00,1,2019-0
2014,Sistemas,14170197,H,11,1,1,41.50,1,2019-1
2014,Sistemas,14170197,H,12,1,2,29.33,2,2020-0
2014,Sistemas,14170198,M,1,6,2,63.25,41,2014-1
2014,Sistemas,14170198,M,2,6,2,67.50,37,2015-0
2014,Sistemas,14170198,M,3,6,0,90.83,31,2015-1
2014,Sistemas,14170198,M,4,6,0,81.83,25,2016-0
2014,Sistemas,14170198,M,5,6,0,84.33,19,2016-1
2014,Sistemas,14170198,M,6,5,0,87.60,14,2017-0
2014,Sistemas,14170198,M,7,5,0,87.20,9,2017-1
2014,Sistemas,14170199,M,1,6,2,68.62,41,2014-1
2014,Sistemas,14170199,M,2,7,0,89.29,34,2015-0
2014,Sistemas,14170199,M,3,5,1,71.67,30,2015-1
2014,Sistemas,14170199,M,4,5,0,84.80,25,2016-0
2014,Sistemas,14170199,M,5,6,1,73.29,20,2016-1
2014,Sistemas,14170199,M,6,3,0,82.33,17,2017-0
2014,Sistemas,14170199,M,7,3,2,52.80,16,2017-1
2014,Sistemas,14170199,M,8,8,1,77.33,9,2018-0
2014,Sistemas,14170199,M,9,5,2,59.29,6,2018-1
2014,Sistemas,14170199,M,10,6,0,86.50,0,2019-0
2014,Sistemas,14170200,H,1,6,1,72.43,40,2014-1
2014,Sistemas,14170200,H,2,5,0,89.20,35,2015-0
2014,Sistemas,14170200,H,3,5,1,73.83,31,2015-1
2014,Sistemas,14170200,H,4,5,0,88.00,26,2016-0
2014,Sistemas,14170200,H,5,7,2,66.67,21,2016-1
2014,Sistemas,14170200,H,6,7,2,68.67,16,2017-0
2014,Sistemas,14170200,H,7,6,0,89.67,10,2017-1
2014,Sistemas,14170200,H,8,5,0,87.00,5,2018-0
2014,Sistemas,14170200,H,9,5,0,90.60,0,2018-1
2014,Sistemas,14170201,M,1,6,0,87.17,39,2014-1
2014,Sistemas,14170201,M,2,5,1,72.83,35,2015-0
2014,Sistemas,14170201,M,3,1,1,44.50,35,2015-1
2014,Sistemas,14170201,M,4,6,2,66.38,31,2016-0
2014,Sistemas,14170201,M,5,5,0,91.40,26,2016-1
2014,Sistemas,14170201,M,6,5,2,62.00,23,2017-0
2014,Sistemas,14170201,M,7,5,1,73.50,19,2017-1
2014,Sistemas,14170201,M,8,2,0,90.50,17,2018-0
2014,Sistemas,14170201,M,9,5,3,53.75,15,2018-1
2014,Sistemas,14170201,M,10,5,1,74.50,11,2019-0
2014,Sistemas,14170201,M,11,5,0,92.40,6,2019-1
2014,Sistemas,14170201,M,12,5,1,75.50,2,2020-0
2014,Sistemas,14170202,H,1,6,0,87.17,39,2014-1
2014,Sistemas,14170202,H,2,7,0,84.00,32,2015-0
2014,Sistemas,14170202,H,3,6,0,86.17,26,2015-1
2014,Sistemas,14170202,H,4,7,0,87.86,19,2016-0
2014,Sistemas,14170202,H,5,3,0,92.00,16,2016-1
2014,Sistemas,14170202,H,6,5,3,51.00,14,2017-0
2014,Sistemas,14170202,H,7,6,0,87.33,8,2017-1
2014,Sistemas,14170202,H,8,2,1,56.33,7,2018-0
2014,Sistemas,14170203,M,1,6,0,87.00,39,2014-1
2014,Sistemas,14170203,M,2,6,0,88.33,33,2015-0
2014,Sistemas,14170203,M,3,7,0,84.29,26,2015-1
2014,Sistemas,14170203,M,4,5,0,91.00,21,2016-0
2014,Sistemas,14170203,M,5,8,0,89.12,13,2016-1
2014,Sistemas,14170203,M,6,5,3,52.88,11,2017-0
2014,Sistemas,14170203,M,7,5,1,73.00,7,2017-1
2014,Sistemas,14170203,M,8,7,2,69.33,2,2018-0
2014,Sistemas,14170203,M,9,2,1,59.00,1,2018-1
2014,Sistemas,14170203,M,10,1,1,41.00,1,2019-0
2014,Sistemas,14170203,M,11,1,0,88.00,0,2019-1
2014,Sistemas,14170204,M,1,6,0,86.33,39,2014-1
2014,Sistemas,14170204,M,2,6,0,88.83,33,2015-0
2014,Sistemas,14170204,M,3,5,1,75.00,29,2015-1
2014,Sistemas,14170204,M,4,6,1,78.57,24,2016-0
2014,Sistemas,14170204,M,5,5,0,84.80,19,2016-1
2014,Sistemas,14170204,M,6,5,0,84.20,14,2017-0
2014,Sistemas,14170204,M,7,4,0,90.75,10,2017-1
2014,Sistemas,14170204,M,8,1,0,85.00,9,2018-0
2014,Sistemas,14170204,M,9,3,0,88.00,6,2018-1
2014,Sistemas,14170204,M,10,5,2,65.71,3,2019-0
2014,Sistemas,14170204,M,11,3,0,86.67,0,2019-1
2014,Sistemas,14170205,H,1,6,2,66.62,41,2014-1
2014,Sistemas,14170205,H,2,5,0,91.80,36,2015-0
2014,Sistemas,14170205,H,3,2,0,93.50,34,2015-1
2014,Sistemas,14170205,H,4,5,0,83.80,29,2016-0
2014,Sistemas,14170205,H,5,8,1,79.00,22,2016-1
2014,Sistemas,14170205,H,6,5,0,90.60,17,2017-0
2014,Sistemas,14170205,H,7,5,0,87.60,12,2017-1
2014,Sistemas,14170205,H,8,5,0,85.60,7,2018-0
2014,Sistemas,14170205,H,9,6,1,75.57,2,2018-1
2014,Sistemas,14170205,H,10,2,0,86.00,0,2019-0
2014,Sistemas,14170206,H,1,6,2,68.12,41,2014-1
2014,Sistemas,14170206,H,2,5,1,69.33,37,2015-0
2014,Sistemas,14170206,H,3,1,1,41.50,37,2015-1
2014,Sistemas,14170206,H,4,5,1,73.33,33,2016-0
2014,Sistemas,14170206,H,5,5,0,86.80,28,2016-1
2014,Sistemas,14170206,H,6,5,0,89.20,23,2017-0
2014,Sistemas,14170206,H,7,5,0,91.60,18,2017-1
2014,Sistemas,14170206,H,8,5,2,62.57,15,2018-0
2014,Sistemas,14170206,H,9,7,2,68.56,10,2018-1
2014,Sistemas,14170206,H,10,6,1,73.86,5,2019-0
2014,Sistemas,14170206,H,11,5,0,94.40,0,2019-1
2014,Sistemas,14170207,H,1,6,2,71.00,41,2014-1
2014,Sistemas,14170208,M,1,6,0,87.33,39,2014-1
2014,Sistemas,14170208,M,2,5,3,60.25,37,2015-0
2014,Sistemas,14170208,M,3,6,0,88.50,31,2015-1
2014,Sistemas,14170208,M,4,2,1,57.00,30,2016-0
2014,Sistemas,14170208,M,5,5,2,60.57,27,2016-1
2014,Sistemas,14170208,M,6,6,3,62.78,24,2017-0
2014,Sistemas,14170208,M,7,5,0,86.80,19,2017-1
2014,Sistemas,14170209,H,1,6,0,87.50,39,2014-1
2014,Sistemas,14170209,H,2,7,2,68.67,34,2015-0
2014,Sistemas,14170209,H,3,3,0,92.33,31,2015-1
2014,Sistemas,14170209,H,4,5,0,83.60,26,2016-0
2014,Sistemas,14170209,H,5,4,2,57.67,24,2016-1
2014,Sistemas,14170209,H,6,3,0,93.67,21,2017-0
2014,Sistemas,14170209,H,7,6,0,87.33,15,2017-1
2014,Sistemas,14170209,H,8,5,1,75.17,11,2018-0
2014,Sistemas,14170209,H,9,6,0,86.33,5,2018-1
2014,Sistemas,14170209,H,10,5,1,71.67,1,2019-0
2014,Sistemas,14170209,H,11,1,0,91.00,0,2019-1
2014,Sistemas,14170210,H,1,6,0,88.33,39,2014-1
2014,Sistemas,14170210,H,2,3,0,81.67,36,2015-0
2014,Sistemas,14170210,H,3,7,1,76.00,30,2015-1
2014,Sistemas,14170210,H,4,5,2,63.71,27,2016-0
2014,Sistemas,14170210,H,5,5,0,84.60,22,2016-1
2014,Sistemas,14170210,H,6,5,1,70.50,18,2017-0
2014,Sistemas,14170210,H,7,5,0,89.20,13,2017-1
2014,Sistemas,14170210,H,8,2,0,91.50,11,2018-0
2014,Sistemas,14170210,H,9,6,0,90.17,5,2018-1
2014,Sistemas,14170210,H,10,5,1,73.83,1,2019-0
2014,Sistemas,14170210,H,11,1,2,29.33,2,2019-1
2014,Sistemas,14170210,H,12,2,0,84.50,0,2020-0
2014,Sistemas,14170211,M,1,6,3,58.00,42,2014-1
2014,Sistemas,14170211,M,2,5,0,89.40,37,2015-0
2014,Sistemas,14170211,M,3,3,0,87.67,34,2015-1
2014,Sistemas,14170211,M,4,5,0,86.80,29,2016-0
2014,Sistemas,14170211,M,5,7,0,87.14,22,2016-1
2014,Sistemas,14170211,M,6,5,0,92.20,17,2017-0
2014,Sistemas,14170211,M,7,5,1,71.83,13,2017-1
2014,Sistemas,14170211,M,8,5,0,87.60,8,2018-0
2014,Sistemas,14170211,M,9,4,0,85.00,4,2018-1
2014,Sistemas,14170211,M,10,4,1,69.40,1,2019-0
2014,Sistemas,14170211,M,11,1,0,90.00,0,2019-1
2014,Sistemas,14170212,H,1,6,1,75.57,40,2014-1
2014,Sistemas,14170212,H,2,6,0,84.17,34,2015-0
2014,Sistemas,14170212,H,3,7,1,76.38,28,2015-1
2014,Sistemas,14170212,H,4,5,1,76.50,24,2016-0
2014,Sistemas,14170212,H,5,2,1,59.00,23,2016-1
2014,Sistemas,14170212,H,6,5,2,62.71,20,2017-0
2014,Sistemas,14170212,H,7,7,0,86.86,13,2017-1
2014,Sistemas,14170212,H,8,3,2,53.00,12,2018-0
2014,Sistemas,14170213,H,1,6,0,89.67,39,2014-1
2014,Sistemas,14170213,H,2,6,1,75.00,34,2015-0
2014,Sistemas,14170213,H,3,3,0,87.33,31,2015-1
2014,Sistemas,14170213,H,4,8,2,69.00,25,2016-0
2014,Sistemas,14170213,H,5,5,1,71.33,21,2016-1
2014,Sistemas,14170213,H,6,8,0,84.00,13,2017-0
2014,Sistemas,14170213,H,7,5,1,76.33,9,2017-1
2014,Sistemas,14170213,H,8,7,0,87.86,2,2018-0
2014,Sistemas,14170213,H,9,2,1,59.33,1,2018-1
2014,Sistemas,14170213,H,10,1,2,30.67,2,2019-0
2014,Sistemas,14170214,H,1,6,2,63.12,41,2014-1
2014,Sistemas,14170214,H,2,5,0,91.00,36,2015-0
2014,Sistemas,14170214,H,3,7,0,86.43,29,2015-1
2014,Sistemas,14170214,H,4,6,0,87.00,23,2016-0
2014,Sistemas,14170214,H,5,6,1,76.71,18,2016-1
2014,Sistemas,14170214,H,6,4,0,90.25,14,2017-0
2014,Sistemas,14170214,H,7,6,3,59.22,11,2017-1
2014,Sistemas,14170214,H,8,7,0,91.14,4,2018-0
2014,Sistemas,14170214,H,9,4,1,72.40,1,2018-1
2014,Sistemas,14170214,H,10,1,2,28.00,2,2019-0
2014,Sistemas,14170215,H,1,6,1,74.29,40,2014-1
2014,Sistemas,14170215,H,2,2,3,37.80,41,2015-0
2014,Sistemas,14170215,H,3,6,1,75.29,36,2015-1
2014,Sistemas,14170216,H,1,6,2,63.12,41,2014-1
2014,Sistemas,14170216,H,2,5,0,85.80,36,2015-0
2014,Sistemas,14170216,H,3,3,2,52.80,35,2015-1
2014,Sistemas,14170216,H,4,6,0,86.33,29,2016-0
2014,Sistemas,14170216,H,5,5,2,61.00,26,2016-1
2014,Sistemas,14170216,H,6,3,0,88.67,23,2017-0
2014,Sistemas,14170216,H,7,5,0,85.60,18,2017-1
2014,Sistemas,14170216,H,8,4,0,90.75,14,2018-0
2014,Sistemas,14170216,H,9,5,0,91.60,9,2018-1
2014,Sistemas,14170217,H,1,6,3,58.56,42,2014-1
2014,Sistemas,14170217,H,2,5,2,61.00,39,2015-0
2014,Sistemas,14170217,H,3,5,0,88.60,34,2015-1
2014,Sistemas,14170217,H,4,5,2,62.43,31,2016-0
2014,Sistemas,14170217,H,5,6,3,59.11,28,2016-1
2014,Sistemas,14170217,H,6,6,0,91.33,22,2017-0
2014,Sistemas,14170217,H,7,5,0,84.80,17,2017-1
2014,Sistemas,14170217,H,8,5,0,88.20,12,2018-0
2014,Sistemas,14170217,H,9,5,3,56.00,10,2018-1
2014,Sistemas,14170217,H,10,5,2,63.14,7,2019-0
2014,Sistemas,14170217,H,11,5,2,60.86,4,2019-1
2014,Sistemas,14170217,H,12,4,0,85.50,0,2020-0
2014,Sistemas,14170218,H,1,6,1,74.43,40,2014-1
2014,Sistemas,14170218,H,2,5,0,83.20,35,2015-0
2014,Sistemas,14170218,H,3,6,0,86.17,29,2015-1
2014,Sistemas,14170219,H,1,6,1,74.71,40,2014-1
2014,Sistemas,14170219,H,2,5,0,88.80,35,2015-0
2014,Sistemas,14170219,H,3,5,0,85.80,30,2015-1
2014,Sistemas,14170219,H,4,5,1,73.33,26,2016-0
2014,Sistemas,14170219,H,5,5,0,84.40,21,2016-1
2014,Sistemas,14170219,H,6,6,0,88.00,15,2017-0
2014,Sistemas,14170219,H,7,5,0,92.20,10,2017-1
2014,Sistemas,14170219,H,8,5,3,56.38,8,2018-0
2014,Sistemas,14170220,H,1,6,1,71.86,40,2014-1
2014,Sistemas,14170220,H,2,5,0,87.00,35,2015-0
2014,Sistemas,14170220,H,3,7,1,78.12,29,2015-1
2014,Sistemas,14170220,H,4,5,3,53.62,27,2016-0
2014,Sistemas,14170220,H,5,5,2,65.71,24,2016-1
2014,Sistemas,14170220,H,6,5,1,70.67,20,2017-0
2014,Sistemas,14170220,H,7,5,0,91.60,15,2017-1
2014,Sistemas,14170220,H,8,5,1,72.33,11,2018-0
2014,Sistemas,14170220,H,9,3,2,53.20,10,2018-1
2014,Sistemas,14170220,H,10,5,0,87.00,5,2019-0
2014,Sistemas,14170220,H,11,5,1,72.00,1,2019-1
2014,Sistemas,14170220,H,12,1,2,32.67,2,2020-0
2014,Sistemas,14170221,H,1,6,0,87.67,39,2014-1
2014,Sistemas,14170222,H,1,6,0,86.17,39,2014-1
2014,Sistemas,14170222,H,2,5,1,76.00,35,2015-0
2014,Sistemas,14170222,H,3,5,2,63.43,32,2015-1
2014,Sistemas,14170222,H,4,5,2,65.29,29,2016-0
2014,Sistemas,14170222,H,5,2,2,46.25,29,2016-1
